2019-02-05 21:27:14.615118,time,altitude,velocity,acceleration
2019-02-05 21:27:14.661853,7.0,136.7570169682079,-8.838470900481667,-9.81
2019-02-05 21:27:14.661887,7.04,136.40347813218864,-9.230870900481667,-9.81
2019-02-05 21:27:14.661920,7.08,136.03424329616936,-9.623270900481668,-9.81
2019-02-05 21:27:14.661953,7.12,135.6493124601501,-10.015670900481668,-9.81
2019-02-05 21:27:14.661987,7.16,135.24868562413084,-10.408070900481668,-9.81
2019-02-05 21:27:14.662020,7.2,134.83236278811157,-10.800470900481669,-9.81
2019-02-05 21:27:14.662057,7.24,134.4003439520923,-11.192870900481669,-9.81
2019-02-05 21:27:14.662091,7.28,133.95262911607304,-11.58527090048167,-9.81
2019-02-05 21:27:14.662125,7.32,133.48921828005376,-11.97767090048167,-9.81
2019-02-05 21:27:14.662159,7.36,133.0101114440345,-12.37007090048167,-9.81
2019-02-05 21:27:14.662192,7.4,132.51530860801523,-12.76247090048167,-9.81
2019-02-05 21:27:14.662226,7.44,132.00480977199595,-13.15487090048167,-9.81
2019-02-05 21:27:14.662259,7.48,131.47861493597668,-13.54727090048167,-9.81
2019-02-05 21:27:14.662293,7.5200000000000005,130.93672409995742,-13.939670900481671,-9.81
2019-02-05 21:27:14.662332,7.5600000000000005,130.37913726393816,-14.332070900481671,-9.81
2019-02-05 21:27:14.662367,7.6000000000000005,129.8058544279189,-14.724470900481672,-9.81
2019-02-05 21:27:14.662401,7.640000000000001,129.21687559189962,-15.116870900481672,-9.81
2019-02-05 21:27:14.662435,7.68,128.61220075588037,-15.509270900481672,-9.81
2019-02-05 21:27:14.662469,7.72,127.9918299198611,-15.901670900481673,-9.81
2019-02-05 21:27:14.662510,7.76,127.35576308384184,-16.29407090048167,-9.81
2019-02-05 21:27:14.662544,7.8,126.70400024782256,-16.68647090048167,-9.81
2019-02-05 21:27:14.662578,7.84,126.0365414118033,-17.078870900481668,-9.81
2019-02-05 21:27:14.662613,7.88,125.35338657578403,-17.471270900481667,-9.81
2019-02-05 21:27:14.662646,7.92,124.65453573976477,-17.863670900481665,-9.81
2019-02-05 21:27:14.662680,7.96,123.9399889037455,-18.256070900481664,-9.81
2019-02-05 21:27:14.662715,8.0,123.20974606772623,-18.648470900481662,-9.81
2019-02-05 21:27:14.662750,8.040000000000001,122.46380723170697,-19.04087090048166,-9.81
2019-02-05 21:27:14.662783,8.08,121.7021723956877,-19.43327090048166,-9.81
2019-02-05 21:27:14.662817,8.120000000000001,120.92484155966844,-19.825670900481658,-9.81
2019-02-05 21:27:14.662851,8.16,120.13181472364917,-20.218070900481656,-9.81
2019-02-05 21:27:14.662885,8.2,119.3230918876299,-20.610470900481655,-9.81
2019-02-05 21:27:14.662918,8.24,118.49867305161064,-21.002870900481653,-9.81
